출원번호,출원일,사무소,대리인,MainCPC,발명명칭
1020220024500,20220224,leeandmok,리앤목특허법인,,"유근피 추출물 또는 이로부터 분리한 유효 단일물질을 포함하는 골 질환의 치료, 예방 및 개선용 조성물"
1020220023135,20220222,leeandmok,리앤목특허법인,,전기 집진 시스템 및 방법
1020220023134,20220222,leeandmok,리앤목특허법인,,폐열 회수 시스템 및 방법
1020220022463,20220221,leeandmok,리앤목특허법인,,"의료 데이터 제공 장치, 의료 데이터 제공 방법 및 컴퓨터 프로그램"
1020220022461,20220221,leeandmok,리앤목특허법인,,유체 공급 장치
1020220022456,20220221,leeandmok,리앤목특허법인,,초순수 제조 설비 및 이온교환수지 교체 방법
2020220000469,20220218,leeandmok,리앤목특허법인,,내진 받침대
1020220021066,20220217,leeandmok,리앤목특허법인,,핵화생방 탐지 서버
1020227042552,20220216,jang,장수길,,"도금 장치, 및 도금 방법"
1020220020209,20220216,leeandmok,리앤목특허법인,,원자력발전소의 위험탐지장치 및 그 방법
1020220018324,20220211,leeandmok,리앤목특허법인,,절연 피복체의 열 변형 방지 구조가 구비된 비파괴 검사용 자화장치
1020220018323,20220211,leeandmok,리앤목특허법인,,비파괴 검사용 세척액을 와이퍼 흡착포에 도포하는 장치
1020220016978,20220209,leeandmok,리앤목특허법인,,"고밀도 수직재배를 위한 점적관수, 고밀도 재배 프레임 및 LED 시스템"
1020220016977,20220209,leeandmok,리앤목특허법인,,코킹캡을 이용한 이지코킹 압력그라우팅 시스템 및 이를 이용한 그라우팅 보강 시공방법
1020227039872,20220207,jang,장수길,,도금 장치
1020220015803,20220207,leeandmok,리앤목특허법인,,이소티오시아네이트가 증대된 무순 추출물을 포함하는 조성물 및 이의 제조방법
1020220015768,20220207,leeandmok,리앤목특허법인,,상변화 물질의 축열을 이용한 핫가스 제상 구조가 구비된 냉동 냉장 시스템
1020220013613,20220128,leeandmok,리앤목특허법인,,자동 용접 방법
1020220012693,20220127,leeandmok,리앤목특허법인,,"코르크용 표면 코팅제 조성물, 이의 제조 방법, 이를 이용하여 코팅된 코르크칩 및 친환경 바닥포장재 시공 방법"
1020220012578,20220127,leeandmok,리앤목특허법인,,"위치 모니터링 방법, 위치 모니터링 시스템 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020220010223,20220124,leeandmok,리앤목특허법인,,조명의 페이드-인 및 페이드-아웃을 위한 장치 및 방법
1020220006175,20220114,leeandmok,리앤목특허법인,,습식 식각 방법 및 이를 이용한 반도체 소자 제조 방법.
1020220006172,20220114,leeandmok,리앤목특허법인,,디스플레이 프로텍터
1020220004334,20220111,leeandmok,리앤목특허법인,,컴프레셔가 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치
1020220004333,20220111,leeandmok,리앤목특허법인,,스트롱 에러 정보를 관리하는 메모리 컨트롤러 및 그 동작방법
1020220004298,20220111,leeandmok,리앤목특허법인,,자화 전극에 분사 노즐이 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치
1020220004197,20220111,leeandmok,리앤목특허법인,,푸시버튼 분사 스위치가 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치
1020220003623,20220110,leeandmok,리앤목특허법인,,비접촉 가축 체중 측정장치 및 그 방법
1020220001636,20220105,leeandmok,리앤목특허법인,,라이다 시스템의 운용 환경이 고려하여 점군 정보를 결정하기 위한 장치 및 방법
1020220001451,20220105,leeandmok,리앤목특허법인,,증강현실 기반 현장관리방법 및 서버
1020210192903,20211230,leeandmok,리앤목특허법인,,공기 유압 펌프
1020210191602,20211229,leeandmok,리앤목특허법인,,고체 산화물 수전해 시스템용 주변 설비 모듈 및 고체 산화물 수전해 시스템
1020210190410,20211228,leeandmok,리앤목특허법인,,플라이백 컨버터와 이를 포함하는 전력 시스템
1020210189337,20211228,jang,장수길,,"압축기 유닛, 압축기 유닛의 제어 프로그램이 기억된 기억 매체 및 압축기 유닛의 제어 방법"
1020210188992,20211227,leeandmok,리앤목특허법인,,회전식 식물 재배기
1020210188991,20211227,leeandmok,리앤목특허법인,,회전식 식물 재배기
1020210187763,20211224,leeandmok,리앤목특허법인,,저 기움각 신호원의 광선 추적 가속화 방법 및 장치
1020210186601,20211223,leeandmok,리앤목특허법인,,표면 결함 검사 장치의 조명 모듈
1020210186600,20211223,leeandmok,리앤목특허법인,,전동화 부품의 헤어핀 검사 장치
1020210186599,20211223,leeandmok,리앤목특허법인,,전동화 부품의 회전체 검사 장치
1020210186598,20211223,leeandmok,리앤목특허법인,,에어리어 카메라가 구비된 검사 장치 및 에어리어 카메라가 구비된 검사 장치를 이용한 검사 방법
1020210186583,20211223,leeandmok,리앤목특허법인,,"해양 영상 실사화 방법, 해양 영상 실사화 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210186582,20211223,leeandmok,리앤목특허법인,,"다중 선박 자율 항해 방법, 다중 선박 자율 항해 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210185404,20211222,leeandmok,리앤목특허법인,,"적응적인 파워 조절을 수행하는 메모리 컨트롤러, 이를 포함하는 메모리 시스템 및 메모리 시스템의 동작방법"
1020210184290,20211221,leeandmok,리앤목특허법인,,전지용 성형체 및 이를 포함하는 액체 금속 전지
1020227025386,20211220,jang,장수길,,도금 장치의 메인터넌스 방법
1020210183083,20211220,leeandmok,리앤목특허법인,,동박적층필름 및 이를 포함하는 전자소자
1020210181698,20211217,leeandmok,리앤목특허법인,,자산화 된 학습 데이터 및 자산화 된 인공 신경망 데이터와 관련된 수익을 분배하는 방법
1020210181697,20211217,leeandmok,리앤목특허법인,,학습된 인공 신경망을 자산화 하는 방법
1020210181696,20211217,leeandmok,리앤목특허법인,,인공 신경망의 학습을 위한 학습 데이터를 자산화 하는 방법
1020210178651,20211214,leeandmok,리앤목특허법인,,아토피 피부염의 예방 또는 치료용 조성물
1020210178031,20211213,leeandmok,리앤목특허법인,,통합 궤도 회로 모니터링 방법 및 시스템
1020210175419,20211209,leeandmok,리앤목특허법인,,급수가열기의 진공영역 및 저압영역에서의 시료 채취 및 시료 분석 시스템
1020227030856,20211206,jang,장수길,,도금 방법 및 도금 장치
1020210172624,20211206,leeandmok,리앤목특허법인,,콘크리트 에어 포켓 제거 및 콘크리트 유출 방지를 위한 거푸집
1020210172623,20211206,leeandmok,리앤목특허법인,,조립부재를 사용하는 무용접 거푸집
1020210172270,20211203,leeandmok,리앤목특허법인,,특장차의 전복 방지 시스템
1020210171261,20211202,leeandmok,리앤목특허법인,,진동 및 소음이 감소된 직류 모터 장치
1020210169340,20211130,leeandmok,리앤목특허법인,,기능성 보정속옷
1020210169339,20211130,leeandmok,리앤목특허법인,,기능성 보정속옷
1020210168032,20211130,leeandmok,리앤목특허법인,,배터리 진단 방법 및 그 장치
1020210167595,20211129,leeandmok,리앤목특허법인,,튜브 휠을 포함한 비파괴 검사용 자동 스캐너 차체의 바퀴 구조
1020210166107,20211126,leeandmok,리앤목특허법인,,고속 푸리에 변환을 이용한 광대역 신호 감시 방법 및 장치
1020210166101,20211126,leeandmok,리앤목특허법인,,듀얼 카메라를 이용하여 진입 금지 차량을 검출하는 장치 및 방법
1020210164872,20211125,leeandmok,리앤목특허법인,,화장료의 표면 인쇄를 위한 잉크 조성물 및 이를 이용한 화장료의 표면 인쇄 방법
1020210163628,20211124,leeandmok,리앤목특허법인,,공간특성정보를 생성하는 방법 및 그 장치
1020210161758,20211122,leeandmok,리앤목특허법인,,표시 장치의 제조장치 및 표시 장치의 제조방법
1020210161382,20211122,leeandmok,리앤목특허법인,,락토바실러스 사케이 AMP 5104 균주 및 이의 용도
1020210157098,20211115,leeandmok,리앤목특허법인,,"노이즈 제거 방법, 노이즈 제거 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210155886,20211112,leeandmok,리앤목특허법인,,포장박스 추천 방법 및 그 장치
1020210154629,20211111,leeandmok,리앤목특허법인,,입력장치
1020227015786,20211109,jang,장수길,,도금 장치
1020210153264,20211109,leeandmok,리앤목특허법인,,위상배열 안테나
1020210153257,20211109,leeandmok,리앤목특허법인,,독립운전 시 수소설비가 있는 전력 커뮤니티를 위한 에너지 제어 시스템
1020210152439,20211108,leeandmok,리앤목특허법인,,고효율 플리커-프리 조명 기기
1020210151182,20211105,leeandmok,리앤목특허법인,,"마그놀올, 호노키올, 또는 이의 조합을 포함하는 피부 외용제용 보존제 및 이를 포함하는 화장료 조성물"
1020227030958,20211104,jang,장수길,,도금 장치 및 기판 세정 방법
1020210150863,20211104,leeandmok,리앤목특허법인,,창문에 필터와 환기 팬을 장착하는 환기 시스템
1020210150862,20211104,leeandmok,리앤목특허법인,,열회수 환기장치에 부가되는 공조기를 구비한 공조 시스템
1020210148957,20211102,leeandmok,리앤목특허법인,,높은 LED 활용도를 제공하는 장치 및 이를 포함하는 조명 기기
1020210148132,20211101,leeandmok,리앤목특허법인,,잔여물 없이 사용 가능한 화장품 용기
1020227033794,20211028,jang,장수길,,도금 장치
1020227025385,20211028,jang,장수길,,도금 장치
1020210145874,20211028,leeandmok,리앤목특허법인,,분리 가능한 전극이 구비된 비파괴 검사 장치용 자화 전극 장치
1020210145873,20211028,leeandmok,리앤목특허법인,,전극간 간격의 조절이 가능하고 인디케이터가 구비된 비파괴 검사 장치용 자화 전극 장치
1020210145872,20211028,leeandmok,리앤목특허법인,,자분 분사 구조가 구비된 비파괴 검사 장치용 자화 전극 장치
1020210145862,20211028,leeandmok,리앤목특허법인,,"인공 혈관, 및 이의 제조 방법"
1020210145861,20211028,leeandmok,리앤목특허법인,,"인공 혈관, 및 이의 제조 방법"
1020210144981,20211027,leeandmok,리앤목특허법인,,안정성 및 용해성이 향상된 화장료 조성물 및 이를 이용한 클렌징 화장료 조성물
1020210144029,20211026,leeandmok,리앤목특허법인,,크레인 형태의 자동제어식 안전 발판 장치
1020210144015,20211026,leeandmok,리앤목특허법인,,카리프트 안전운전 시스템
1020210144004,20211026,leeandmok,리앤목특허법인,,동박적층필름 및 이를 포함하는 전자소자
1020210141371,20211021,leeandmok,리앤목특허법인,,"배출가스로부터 에틸아세테이트, 황화수소 및 암모니아를 포함하는 유해가스의 동시 처리 방법"
1020210141366,20211021,leeandmok,리앤목특허법인,,"메모리 장치, 전자 장치 및 메모리 장치의 동작 방법"
1020210140494,20211020,leeandmok,리앤목특허법인,,"분자 아형 산출 장치, 질환에 대한 분자 아형 개수를 산출하는 방법 및 상기 방법을 실행하기 위한 컴퓨터 프로그램"
1020227029289,20211018,jang,장수길,,도금 방법 및 도금 장치
1020227029287,20211018,jang,장수길,,도금 처리 방법
1020210138599,20211018,leeandmok,리앤목특허법인,,"심전도 데이터 처리 서버, 심전도 신호에 대한 분석데이터를 디스플레이시키는 방법 및 컴퓨터 프로그램"
1020210138595,20211018,leeandmok,리앤목특허법인,,"레이저 발진 장치, 레이저 발진 방법 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210136823,20211014,leeandmok,리앤목특허법인,,배터리 진단 방법 및 그 장치
1020210135938,20211013,leeandmok,리앤목특허법인,,"심전도 데이터 처리 서버, 대상체의 심전도 신호에 대한 분석 데이터를 생성하여 처리하는 방법 및 컴퓨터 프로그램"
1020210135306,20211012,leeandmok,리앤목특허법인,,열 회수 장치 및 이를 포함하는 연료 전지 시스템
1020210134475,20211008,leeandmok,리앤목특허법인,,"상품 보관 방법, 상품 보관 시스템 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210134472,20211008,leeandmok,리앤목특허법인,,회전조작변환 장치
1020210134453,20211008,leeandmok,리앤목특허법인,,반도체 칩 테스트 소켓
1020210134452,20211008,leeandmok,리앤목특허법인,,"심전도 데이터 처리 서버, 심전도의 분석에 필요한 예상분석시간을 산출하는 방법 및 컴퓨터 프로그램"
1020210134451,20211008,leeandmok,리앤목특허법인,,"심전도 데이터 처리 서버, 분석 조건에 해당하는 신호 구간에 대한 분석 작업을 처리하는 방법 및 컴퓨터 프로그램"
1020210133455,20211007,leeandmok,리앤목특허법인,,판토에아 아나나티스 균주 및 그의 피부 상태 개선 용도
1020210132687,20211006,leeandmok,리앤목특허법인,,"영상 전환 방법, 장치 및 컴퓨터 프로그램"
1020210131145,20211001,leeandmok,리앤목특허법인,,투명 치아 교정 장치의 제조방법 및 그 방법에 의해 제조된 투명 치아 교정 장치
1020210130306,20210930,leeandmok,리앤목특허법인,,릴투릴 회로 기판 제조 장치
1020210130303,20210930,leeandmok,리앤목특허법인,,릴투릴 회로 기판 제조 장치
1020210128980,20210929,leeandmok,리앤목특허법인,,"전기식 기폭 장치, 전기식 기폭 방법 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210128957,20210929,leeandmok,리앤목특허법인,,릴투릴 면압 프레스 장치
1020210128949,20210929,leeandmok,리앤목특허법인,,"전기식 기폭 장치, 전기식 기폭 방법 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020227027989,20210928,jang,장수길,,도금 장치
1020210128341,20210928,leeandmok,리앤목특허법인,,"SAR 요동 보상을 위한 위치 추정 방법, 위치 추정 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210127418,20210927,leeandmok,리앤목특허법인,,"병풀 유래 락토바실러스 플란타룸 BCRC-L43 균주 및 그의 항염증, 항알레르기, 피부 미생물 조절, 피부 진정 용도"
1020210127413,20210927,leeandmok,리앤목특허법인,,"SAR 영상의 위상 오차 보정 방법, 위상 오차 보정 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210127411,20210927,leeandmok,리앤목특허법인,,소형 무인기의 자동 비행을 위한 제어 방법 및 시스템
1020210126997,20210927,jang,장수길,,압축기 유닛 및 압축기 유닛 제어용 프로그램
1020210126545,20210924,leeandmok,리앤목특허법인,,단추형 지압구
1020210125210,20210917,leeandmok,리앤목특허법인,,임피던스 측정장치 및 그 방법
1020210124282,20210916,leeandmok,리앤목특허법인,,지상국과 위성의 시간 동기를 위한 장치 및 방법
1020210124276,20210916,leeandmok,리앤목특허법인,,생체 신호 감지 반지를 이용한 생체 데이터 모니터링 플랫폼
1020210124274,20210916,leeandmok,리앤목특허법인,,PPG 신호 감지 반지를 이용한 딥러닝 기반 혈압 추정 시스템
1020210124272,20210916,leeandmok,리앤목특허법인,,스마트 링 테스트 장치 및 방법
1020210124271,20210916,leeandmok,리앤목특허법인,,배터리 가공장치
1020210123227,20210915,leeandmok,리앤목특허법인,,아우터링 가공장치
1020210123226,20210915,leeandmok,리앤목특허법인,,아우터링 가공장치
1020210123172,20210915,leeandmok,리앤목특허법인,,생체신호를 감지하는 감지기구 테스트용 신호전달장치
1020210123171,20210915,leeandmok,리앤목특허법인,,생체신호를 감지하는 감지기구 테스트용 신호전달장치
1020210123164,20210915,leeandmok,리앤목특허법인,,아우터링 가공장치
1020210122780,20210914,leeandmok,리앤목특허법인,,비파괴 검사용 자동 스캐너 차체의 바퀴 구조
1020210122779,20210914,leeandmok,리앤목특허법인,,비파괴 검사용 침투 탐상제 도포를 위한 스펀지 노즐 보조 장치
1020210122777,20210914,leeandmok,리앤목특허법인,,전극간 간격의 조절이 가능한 비파괴 검사 장치용 자화 전극 장치
1020210122776,20210914,leeandmok,리앤목특허법인,,비파괴 검사용 자분 자동 분사 및 자화 장치
1020210122770,20210914,leeandmok,리앤목특허법인,,파이프 융착기의 융착 데이터 관리 시스템 및 방법
1020210122767,20210914,leeandmok,리앤목특허법인,,BEMS 기반으로 히트 펌프들의 운용 스케줄을 결정 위한 장치 및 방법
1020210122075,20210913,leeandmok,리앤목특허법인,,높은 전력 효율을 제공하는 LED 구동 장치 및 이를 포함하는 조명 기기
1020210122073,20210913,leeandmok,리앤목특허법인,,터널형 세차기의 컨베이어 커버 소음 감소 장치
1020227015224,20210910,jang,장수길,,도금 장치 및 린스 처리 방법
1020210121177,20210910,leeandmok,리앤목특허법인,,착화 장치용 점화제 및 그 제조 방법
1020210119103,20210907,leeandmok,리앤목특허법인,,Oil/IPDI공중합체를 포함하고 피부 도포시 가역적인 상전이 성질을 지니는 화장료 조성물 및 이를 제조하는 방법
1020210119102,20210907,leeandmok,리앤목특허법인,,다당류 점증제를 포함하는 자외선 차단용 화장료 조성물 및 이를 제조하는 방법
1020210118115,20210906,jang,장수길,,"핵 재료, 전자 부품 및 범프 전극의 형성 방법"
1020210117942,20210903,leeandmok,리앤목특허법인,,프로세싱부를 포함하는 이종 메모리 시스템을 억세스하는 데이터 처리 시스템 및 방법
1020210115030,20210830,leeandmok,리앤목특허법인,,LNG 냉열을 이용하여 복수의 보조냉매를 냉각시키는 냉각 시스템
1020210114252,20210827,leeandmok,리앤목특허법인,,성능 조정 동작을 수행하는 메모리 시스템
1020210113468,20210826,leeandmok,리앤목특허법인,,배기가스 처리 장치 및 배기가스 처리 방법
1020210113398,20210826,leeandmok,리앤목특허법인,,"알칼리 배기가스 흡착제 제조용 조성물, 알칼리 배기가스 흡착제 및 그의 제조방법"
1020210113395,20210826,leeandmok,리앤목특허법인,,"항공기 경로 추적 방법, 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210111915,20210824,leeandmok,리앤목특허법인,,투습방수성 의류의 일괄 제조방법 및 그 방법에 의해 제조된 투습방수성 의류
1020210111750,20210824,leeandmok,리앤목특허법인,,극저온 탱크의 스프레이 마감장치 및 이의 시공방법
1020210111748,20210824,leeandmok,리앤목특허법인,,텍스트 및 이미지를 활용한 문장 교정 장치 및 방법
1020210109640,20210819,leeandmok,리앤목특허법인,,배기가스 처리 장치 및 배기가스 처리 방법
1020210108959,20210818,leeandmok,리앤목특허법인,,배기가스 처리 장치 및 배기가스 처리 방법
1020210108626,20210818,leeandmok,리앤목특허법인,,IC 칩 스캔 테스트를 위한 테스트 데이터의 사용 가능한 쉬프트 주파수를 찾기 위한 검색용 데이터를 생성하는 방법 및 그 장치
1020210108297,20210817,leeandmok,리앤목특허법인,,"열전지용 양극, 이를 포함하는 열전지 및 그 제조 방법"
1020210108185,20210817,leeandmok,리앤목특허법인,,직류 모터용 스테이터 및 그 스테이터를 포함한 직류 모터
1020210108179,20210817,leeandmok,리앤목특허법인,,"최적 독출 레벨을 산출하는 메모리 컨트롤러, 이를 포함하는 메모리 시스템 및 메모리 컨트롤러의 동작방법"
1020210107615,20210813,leeandmok,리앤목특허법인,,장외주식 담보 대출을 위한 장치 및 방법
1020210107610,20210813,leeandmok,리앤목특허법인,,무게 측정 장치 및 방법
1020210106950,20210812,leeandmok,리앤목특허법인,,배변패드용 패드봉 및 이를 구비하는 반려동물용 배변처리기
1020210105814,20210811,leeandmok,리앤목특허법인,,양자 광-마이크로파 상호 변환 장치
1020210104757,20210809,leeandmok,리앤목특허법인,,고도로 중화된 저경도 고탄성 에틸렌-불포화 카르복실산 공중합체 및 일작용성 지방족 유기산 금속염을 포함하는 열가소성 중합체 조성물 및 골프공 제조에서의 이의 용도
1020210103738,20210806,leeandmok,리앤목특허법인,,콘크리트용 혼화제 조성물 및 이를 포함하는 콘크리트
1020210102021,20210803,leeandmok,리앤목특허법인,,"산성가스 흡착제 제조용 조성물, 산성가스 흡착제 및 그의 제조방법"
1020210100133,20210729,leeandmok,리앤목특허법인,,"적외선 영상 데이터 획득 방법, 적외선 영상 데이터 획득 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210098965,20210728,jang,장수길,,땜납 합금
1020210097190,20210723,leeandmok,리앤목특허법인,,리튬 이차전지 시스템 및 이의 자가 충방전 방법
1020210097185,20210723,leeandmok,리앤목특허법인,,"영상 데이터 획득 방법, 영상 데이터 획득 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210097183,20210723,leeandmok,리앤목특허법인,,"로컬 디밍을 위한 LED 드라이버, 발광 모듈 및 디스플레이 장치"
1020210096723,20210722,leeandmok,리앤목특허법인,,접이식 상자
1020210094920,20210720,leeandmok,리앤목특허법인,,잠재적 고객의 예측 방법 및 그 시스템
1020210094540,20210720,jang,장수길,,낚싯대 부속품용 부속품 고정구 및 부속품 고정 방법
1020210093712,20210716,leeandmok,리앤목특허법인,,상대매매 방식 거래를 지원하는 장치 및 방법
1020210093134,20210715,leeandmok,리앤목특허법인,,"핫 스탬핑 부품, 및 이의 제조 방법"
1020210092595,20210715,jang,장수길,,치과용 국소 마취액
1020210082025,20210624,jang,장수길,,낚싯대끝 보호구 및 이를 포함하는 낚싯대
1020227015787,20210617,jang,장수길,,저항체 및 도금 장치
1020227011285,20210531,jang,장수길,,프리웨트 모듈 및 프리웨트 방법
1020210052263,20210422,jang,장수길,,터미널 태클용 연결구
1020210047023,20210412,jang,장수길,,압축기 유닛
1020217036530,20210407,jang,장수길,,결정화 유리 및 화학 강화 유리
1020210036406,20210322,jang,장수길,,세정용 플럭스 및 세정용 솔더 페이스트
1020210033235,20210315,jang,장수길,,압축기 유닛의 정지 제어 방법 및 압축기 유닛
1020217040946,20210310,jang,장수길,,도금 장치 및 기포 제거 방법
1020217037948,20210310,jang,장수길,,도금 장치 및 도금 방법
1020217039572,20210225,jang,장수길,,도금 장치 및 도금 장치의 기포 제거 방법
1020217035358,20210222,jang,장수길,,도금 장치
1020217034719,20210120,jang,장수길,,도금 장치 및 기판의 막 두께 측정 방법
1020210003869,20210112,jang,장수길,,플럭스 및 솔더 페이스트
1020210002310,20210108,jang,장수길,,측정 장치 및 성막 장치
1020217033247,20201228,jang,장수길,,도금 장치 및 도금 장치의 동작 제어 방법
1020217033189,20201223,jang,장수길,,도금 장치 및 도금 처리 방법
1020217034766,20201222,jang,장수길,,"도금 장치, 프리웨트 처리 방법 및 세정 처리 방법"
1020217031345,20201221,jang,장수길,,도금 장치 및 도금액의 교반 방법
1020200175201,20201215,jang,장수길,,낚시용 걸이구 및 이를 포함하는 낚싯대
1020217033161,20201209,jang,장수길,,"도금 장치, 및 기판 홀더 조작 방법"
1020217039574,20201208,jang,장수길,,도금 장치 및 도금 처리 방법
1020217027515,20201116,jang,장수길,,"플레이트, 도금 장치 및 플레이트의 제조 방법"
1020200105284,20200821,jang,장수길,,낚싯줄 가이드 및 낚싯줄 가이드를 포함하는 낚싯대
1020200054324,20200507,jang,장수길,,압축기 유닛
1020200046448,20200417,jang,장수길,,낚싯줄 통과구 및 낚싯줄 통과구의 제조 방법
1020200028780,20200309,jang,장수길,,"땜납 합금, 땜납 볼, 땜납 프리폼, 땜납 페이스트 및 납땜 조인트"
1020200023471,20200226,jang,장수길,,"송신 디바이스, 통신 시스템, 송신 방법, 및 비일시적 컴퓨터 판독가능 기록 매체"
1020200017384,20200213,jang,장수길,,압축기 유닛 및 압축기 유닛의 정지 방법
1020200009377,20200123,jang,장수길,,보정 기능을 구비한 광학 유닛
1020200008625,20200122,jang,장수길,,낚싯줄 청소 도구
1020190168755,20191217,jang,장수길,,릴 시트 및 이를 구비하는 낚싯대
1020190168754,20191217,jang,장수길,,릴 시트 및 이를 구비하는 낚싯대
